TransDate,TransactionDescription,Amount,Balance,Category
3-Jun,Withdrawal POS #315416655923...........................................  PETCO 1472 COLORADO SPRI CO 5995,-44.32,237.08,SHOPPING
3-Jun,Withdrawal Debit Card Visa Check...........................................  REGAL CINEMAS INC 865-922-1123 TN 7832,-30.76,206.32,SHOPPING
4-Jun,Withdrawal Debit Card Visa Check...........................................  LEVELUPSMOOTHIEKING36 855-466-5585 MA 5812,-11.34,194.98,Others
4-Jun,Deposit Home Banking Transfer From Share 12......................  REF# 60242600,200,394.98,TRANSFERS
4-Jun,Withdrawal POS #315512616204...........................................  KUM&GO 0658R CO SPRIN CO SPRINGS CO 5541,-13.51,381.47,Others
4-Jun,Withdrawal POS #315513690790...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-211.48,169.99,GROCERIES
4-Jun,Withdrawal POS #315515759077...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-4.39,165.6,Others
4-Jun,Withdrawal POS #315519916573...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-58.6,107,GROCERIES
5-Jun,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*U40FF5PY3 Amzn.com/bill WA 5942,-31.1,75.9,SHOPPING
6-Jun,Deposit Home Banking Transfer From Share 13......................  REF# 60316414,59,134.9,TRANSFERS
7-Jun,Recurring Withdrawal Debit Card Visa Check..........................  COOKBOOK MOUNT COOLUM AU 5734,-1.49,133.41,Others
7-Jun,Recurring Withdrawal Card Fee...............................................  VISA INTERNATIONAL SERVICE ASSESSMENT Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 382639-1.44-09224N11.no8 028070806 2-5 AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 4 of 10 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance Date 06/07/23,-0.01,133.4,Others
7-Jun,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5542,-59,74.4,Others
9-Jun,Withdrawal Debit Card Visa Check...........................................  LEVELUPSMOOTHIEKING94 855-466-5585 MA 5812,-17.19,57.21,Others
9-Jun,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,627.55,684.76,INCOME/SALARY
9-Jun,Withdrawal POS #316100558179...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-79,605.76,GROCERIES
10-Jun,Recurring Withdrawal #316120713786...................................  ADOBE *CREATIVE CLOUD 408-536-6000 CA,-20.6,585.16,Others
10-Jun,Withdrawal POS #316200739568...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-31.61,553.55,GROCERIES
11-Jun,Withdrawal Debit Card Visa Check...........................................  Blizzard US674129852 194-99551380 CA 5816,-69.99,483.56,Others
11-Jun,Withdrawal Home Banking Transfer To Share 11....................  REF# 60443674,-300,183.56,TRANSFERS
11-Jun,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*999R61U03 Amzn.com/bill WA 5942,-21.35,162.21,SHOPPING
11-Jun,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*WF5UK3283 Amzn.com/bill WA 5942,-20.77,141.44,SHOPPING
12-Jun,Withdrawal POS #316308958038...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-8.31,133.13,Others
13-Jun,Withdrawal Debit Card Visa Check...........................................  MARCOS PIZZA - 6009 COLORADO SPRI CO 5812,-25.5,107.63,Others
13-Jun,Deposit Home Banking Transfer From Share 00......................  REF# 60496111,130,237.63,TRANSFERS
13-Jun,Withdrawal Home Banking Transfer To Share 00....................  REF# 60496214,-130,107.63,TRANSFERS
14-Jun,Recurring Withdrawal #316503925247...................................  8667127753 APPLE COM BILL CUPERTINO CA,-0.99,106.64,Others
14-Jun,Withdrawal Debit Card Visa Check...........................................  UCCS PARKING ONLINE PYM 719-255-3528 CO 8220,-32.5,74.14,Others
15-Jun,Withdrawal POS #316608746799...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-7.92,66.22,Others
15-Jun,Withdrawal #316620692007...................................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 5 of 10 1111111111111111111111010011001100110001001110011000100010000001010000000100100011000011101011101010000001000100001100010011000001011000101110000000010111000100000010100101010111001010000100100011010110000011111011111011100111000111010111011101010001011000101000111010111011001010010001010100110000010001011111010000001011101110110000111111010101101111110111010011100100001100001110100000011101111000010010110011010011010111010001010100000110100000001001101011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance 8667127753 APPLE COM BILL CUPERTINO CA,-21.98,44.24,Others
15-Jun,Withdrawal Debit Card Visa Check...........................................  LEVELUPSMOOTHIEKING73 855-466-5585 MA 5812,-14.08,30.16,Others
16-Jun,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,"1,145.88","1,176.04",INCOME/SALARY
16-Jun,Withdrawal Home Banking Transfer To Share 11....................  REF# 60592853,-300,876.04,TRANSFERS
16-Jun,Withdrawal POS #316710071598...........................................  MAVERIK #673 COLORADO SPRI CO 5542,-61.99,814.05,Others
16-Jun,Withdrawal Home Banking Transfer To Share 13....................  REF# 60593528,-90,724.05,TRANSFERS
16-Jun,"Withdrawal Home Banking Transfer REF# 60593541..............  To HODGES,JUSTINE B 532694 Share 10",-35,689.05,TRANSFERS
16-Jun,"Withdrawal Home Banking Transfer REF# 60593557..............  To HODGES,JUSTINE B 532694 Share 12",-100,589.05,TRANSFERS
16-Jun,"Withdrawal Home Banking Transfer REF# 60593565..............  To HODGES,JUSTINE B 532694 Share 01",-100,489.05,TRANSFERS
16-Jun,"Withdrawal Home Banking Transfer REF# 60593585..............  To HODGES,JUSTINE B 532694 Share 11",-50,439.05,TRANSFERS
16-Jun,Withdrawal POS #316712240060...........................................  LOWE’S #2806 701 N ACADEMY BLVD COLORADOSPRIN CO 5200,-2.9,436.15,Others
16-Jun,Withdrawal Debit Card Visa Check...........................................  SQ *THE9THFLOOR CONCIER Colorado Spri CO 5814,-3.5,432.65,Others
16-Jun,Withdrawal POS #316700117594...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-60.84,371.81,GROCERIES
16-Jun,Withdrawal POS #316800641323...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-46.23,325.58,GROCERIES
17-Jun,Withdrawal POS #316818058734...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-140.05,185.53,GROCERIES
18-Jun,Withdrawal POS #316915040942...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-4.1,181.43,GROCERIES
18-Jun,Withdrawal POS #316911153172...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 382639-1.44-09224N11.no8 028070806 3-5 AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 6 of 10 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance SAFEWAY #4615 FALCON CO 5411,-10.27,171.16,GROCERIES
18-Jun,Withdrawal Debit Card Visa Check...........................................  STAG TOBACCONIST COLORADO SPRI CO 5993,-27.56,143.6,Others
19-Jun,Deposit Home Banking Transfer From Share 13......................  REF# 60673076,96.01,239.61,TRANSFERS
19-Jun,"Deposit Home Banking Transfer..............................................  From HODGES,JUSTINE B 532694 Loan 01 REF# 60676622 BARKBOX",100,339.61,Others
19-Jun,Deposit Home Banking Transfer From Share 00......................  REF# 60676648,190,529.61,TRANSFERS
19-Jun,Recurring Withdrawal #317025745220...................................  BARK&CO (BARKBOX) 855-338-2275 NY,-28.64,500.97,Others
20-Jun,Withdrawal Debit Card Visa Check...........................................  CHIPOTLE 0067 COLORADO SPRI CO 5814,-12.55,488.42,DINING
20-Jun,Recurring Withdrawal #317124745248...................................  BARK&CO (BARKBOX) 855-338-2275 NY,-211.05,277.37,Others
20-Jun,"Withdrawal Home Banking Transfer REF# 60691845..............  To HODGES,JUSTINE B 532694 Share 01",-100,177.37,TRANSFERS
21-Jun,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*UP5D23XY3 Amzn.com/bill WA 5942,-92.22,85.15,SHOPPING
21-Jun,Withdrawal POS #317300420487...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-3.29,81.86,GROCERIES
22-Jun,Withdrawal Debit Card Visa Check...........................................  2574PEPSIVEN9147678600 COLORADO SPRI CO 5814,-2.25,79.61,Others
23-Jun,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,900.61,980.22,INCOME/SALARY
23-Jun,Withdrawal Home Banking Transfer To Share 11....................  REF# 60802014,-300,680.22,TRANSFERS
23-Jun,"Withdrawal Home Banking Transfer REF# 60802015..............  To HODGES,JUSTINE B 532694 Share 10",-35,645.22,TRANSFERS
23-Jun,Withdrawal Home Banking Transfer To Share 13....................  REF# 60802018,-70,575.22,TRANSFERS
23-Jun,"Withdrawal Home Banking Transfer REF# 60802168..............  To HODGES,JUSTINE B 532694 Share 12",-50,525.22,TRANSFERS
23-Jun,"Withdrawal Home Banking Transfer REF# 60802187..............  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 7 of 10 1111111111111111111111010011001100110011001110011000100010010001010000000100100011000011101011101010000001110100001100010011000011111000101110000000100011000100000010100100110111001010000100111011010110000011111000100011100111000111110001101101010001011010001001111110111011001000100001000100110011100101111111010000110110110110110000011101001010010111110100100111010010101100000011111100110111111000010101000100101111011011010011001100010110100010001001001011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance To HODGES,JUSTINE B 532694 Share 01",-50,475.22,TRANSFERS
23-Jun,"Withdrawal Home Banking Transfer REF# 60802206..............  To HODGES,JUSTINE B 532694 Share 11",-75,400.22,TRANSFERS
23-Jun,Withdrawal POS #317500661638...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-2.49,397.73,GROCERIES
24-Jun,Withdrawal Debit Card Visa Check...........................................  Amazon.com*004NS51Z3 Amzn.com/bill WA 5942,-11.11,386.62,Others
24-Jun,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-24.56,362.06,SHOPPING
25-Jun,Withdrawal Debit Card Visa Check...........................................  MAVERIK #608 COLORADO SPRI CO 5541,-11.64,350.42,Others
25-Jun,Withdrawal Debit Card Visa Check...........................................  MAVERIK #608 COLORADO SPRI CO 5542,-59.59,290.83,Others
25-Jun,Withdrawal Debit Card Visa Check...........................................  LEVELUPSMOOTHIEKING68 855-466-5585 MA 5812,-10.34,280.49,Others
25-Jun,Withdrawal Debit Card Visa Check...........................................  PANDA EXPRESS #3558 FALCON CO 5814,-11.67,268.82,DINING
25-Jun,Withdrawal POS #317614750282...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-22.67,246.15,Others
26-Jun,Withdrawal Debit Card Visa Check...........................................  LEVELUPSMOOTHIEKING39 855-466-5585 MA 5812,-16.05,230.1,Others
26-Jun,Withdrawal Debit Card Visa Check...........................................  CHEBA HUT- COLORADO SPR COLORADO SPRI CO 5812,-25,205.1,Others
26-Jun,Withdrawal Debit Card Visa Check...........................................  SQ *K BARBER NEXT LEVEL Colorado Spri CO 7230,-37.5,167.6,Others
27-Jun,Withdrawal POS #317808575680...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-6.23,161.37,Others
27-Jun,Deposit Home Banking Transfer From Share 13......................  REF# 60893870,30,191.37,TRANSFERS
27-Jun,Withdrawal POS #317814487879...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-117.29,74.08,GROCERIES
27-Jun,Withdrawal POS #317818929022...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 382639-1.44-09224N11.no8 028070806 4-5 AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 8 of 10 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance 5411,-34.89,39.19,GROCERIES
28-Jun,Withdrawal Debit Card Visa Check...........................................  DP DOUGH COLORADO SPRIN COLORADO SPRI CO 5812,-4.43,34.76,Others
28-Jun,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*7A04G73N3 Amzn.com/bill WA 5942,-7.45,27.31,SHOPPING
28-Jun,Deposit Home Banking Transfer From Share 13......................  REF# 60934239,65,92.31,TRANSFERS
29-Jun,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5542,-62.17,30.14,Others
29-Jun,Withdrawal POS #318017276368...........................................  CIRCLE K # 40693 COLORADO SPRI CO 5541,-3.25,26.89,Others
30-Jun,Withdrawal Debit Card Visa Check...........................................  CIRCLE K # 40693 COLORADO SPRI CO 5542,-20.36,6.53,Others
30-Jun,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,"1,227.80","1,234.33",INCOME/SALARY
30-Jun,Withdrawal Home Banking Transfer To Share 11....................  REF# 60990286,-300,934.33,TRANSFERS
30-Jun,Withdrawal Home Banking Transfer To Share 13....................  REF# 60990370,-105,829.33,TRANSFERS
30-Jun,"Withdrawal Home Banking Transfer REF# 60990395..............  To HODGES,JUSTINE B 532694 Share 12",-100,729.33,TRANSFERS
30-Jun,"Withdrawal Home Banking Transfer REF# 60990444..............  To HODGES,JUSTINE B 532694 Share 01",-100,629.33,TRANSFERS
30-Jun,"Withdrawal Home Banking Transfer REF# 60990468..............  To HODGES,JUSTINE B 532694 Share 10",-35,594.33,TRANSFERS
30-Jun,"Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.060% for period: 06/01/23 to 06/30/23 Ending Balance............................................................................. 594.34 No Strings Checking - 11 NO STRINGS CHECKING Dividends Earned YTD: 0.11 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (6) - Checks Cleared (0) - Withdrawals & Other Debits (1) = Ending Balance $0.08 $1,500.03 $0.00 $1,200.00 $300.11 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.08",0.01,594.34,YIELD
2-Jun,Deposit Home Banking Transfer From Share 10......................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 9 of 10 1111111111111111111111010001001100110101001110011000100010000001010000000100100011000011101011101010000001101100001100010011000001111000101110000000010001000100000010100100010111001010000100001011010110000011111000110111100111000111000011011101010001011011010011111110111011010011000101010100110010001001000111010000101111110011010000111101001010111111110010111111110100101100101101010101001000111000000001010000111111011101110000001100000110100100111000101011110101010101010101010101 No Strings Checking - 11 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance REF# 60167147,300,300.08,TRANSFERS
11-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60443674,300,600.08,TRANSFERS
16-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60592853,300,900.08,TRANSFERS
23-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60802014,300,"1,200.08",TRANSFERS
30-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60990286,300,"1,500.08",TRANSFERS
30-Jun,Withdrawal Home Banking......................................................  ACH WITHDRAWAL US BANK NA - JUSTINE HODGES,"-1,200.00",300.08,Others
30-Jun,Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.050% for period: 06/01/23 to 06/30/23 Ending Balance............................................................................. 300.11 No Strings Checking - 12 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (1) - Checks Cleared (0) - Withdrawals & Other Debits (1) = Ending Balance $0.00 $200.00 $0.00 $200.00 $0.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.00,0.03,300.11,YIELD
2-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60167157,200,200,TRANSFERS
4-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60242600 Ending Balance............................................................................. 0.00 No Strings Checking - 13 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (4) - Checks Cleared (0) - Withdrawals & Other Debits (5) = Ending Balance $95.01 $365.00 $0.00 $320.01 $140.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 95.01,-200,0,TRANSFERS
2-Jun,Deposit Home Banking Transfer From Share 10......................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 382639-1.44-09224N11.no8 028070806 5-5 AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 10 of 10 No Strings Checking - 13 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance REF# 60167167,100,195.01,TRANSFERS
2-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60182570,-70,125.01,TRANSFERS
6-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60316414,-59,66.01,TRANSFERS
16-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60593528,90,156.01,TRANSFERS
19-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60673076,-96.01,60,TRANSFERS
23-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60802018,70,130,TRANSFERS
27-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60893870,-30,100,TRANSFERS
28-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60934239,-65,35,TRANSFERS
30-Jun,"Deposit Home Banking Transfer From Share 10......................  REF# 60990370 Ending Balance............................................................................. 140.00 YEAR-TO-DATE DIVIDEND SUMMARY Reportable Dividends this Year:............................................................................. 0.36 Reportable dividends of $10.00 or more are reported to the IRS as interest income for the year. ** The Visa Foreign Currency Transaction Fee will be assessed to purchases made outside of the United States as well as to online purchases made within the United States, but the merchant is located outside the United States. ** No-cost loan payment alternatives are available, please call 800-525-9623 for more information. Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA",105,140,TRANSFERS
27-Mar,"Deposit Transfer......................................................................  From MITCHELL,TY 894616 Share 00",488.79,488.79,Others
27-Mar,"Deposit Transfer......................................................................  From HODGES,JUSTINE B 532694 Share 00","1,146.46","1,635.25",Others
31-Mar,"Deposit Dividend 0.050%........................................................  Annual Percentage Yield Earned 0.040% for period: 03/27/23 to 03/31/23 Ending Balance............................................................................. 1,635.26 No Strings Checking - 10 NO STRINGS CHECKING Dividends Earned YTD: 0.00 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (2) - Checks Cleared (0) - Withdrawals & Other Debits (3) = Ending Balance $0.00 $1,150.00 $0.00 $35.61 $1,114.39 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.00",0.01,"1,635.26",YIELD
27-Mar,"Deposit Home Banking Transfer REF# 58190038....................  From HODGES,JUSTINE B 532694 Share 10",400,400,TRANSFERS
28-Mar,Withdrawal POS #308700004103...........................................  LITTLE CAESARS 3356-0001 4535 AUSTIN Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod03/27/23thru03/31/23 Page 2 of 3 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance BLUFFS PARK COLORADO SPRI CO 5814,-17.82,382.18,DINING
29-Mar,Withdrawal POS #308809777019...........................................  KUM&GO 0689 CO SPRIN CO SPRINGS CO 5541,-11.37,370.81,Others
31-Mar,"Deposit Home Banking Transfer REF# 58315573....................  From HODGES,JUSTINE B 532694 Share 10",750,"1,120.81",TRANSFERS
31-Mar,"Withdrawal POS #309020857760...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541 Ending Balance............................................................................. 1,114.39 No Strings Checking - 11 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (3) - Checks Cleared (0) - Withdrawals & Other Debits (1) = Ending Balance $0.00 $1,040.01 $0.00 $1,040.00 $0.01 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.00",-6.42,"1,114.39",Others
27-Mar,"Deposit Home Banking Transfer REF# 58189689....................  From HODGES,JUSTINE B 532694 Share 01","1,000.00","1,000.00",TRANSFERS
27-Mar,"Deposit Home Banking Transfer REF# 58190049....................  From HODGES,JUSTINE B 532694 Share 01",40,"1,040.00",TRANSFERS
31-Mar,"Withdrawal Home Banking Transfer REF# 58312662..............  To HODGES,JUSTINE B 532694 Share 10","-1,040.00",0,TRANSFERS
31-Mar,Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.090% for period: 03/27/23 to 03/31/23 Ending Balance............................................................................. 0.01 No Strings Checking - 12 NO STRINGS CHECKING Dividends Earned YTD: 0.00 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (1) - Checks Cleared (0) - Withdrawals & Other Debits (0) = Ending Balance $0.00 $150.00 $0.00 $0.00 $150.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.00,0.01,0.01,YIELD
27-Mar,"Deposit Home Banking Transfer REF# 58189594....................  From HODGES,JUSTINE B 532694 Share 11 Ending Balance............................................................................. 150.00 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod03/27/23thru03/31/23 Page 3 of 3 1111111111111111111111010001001101110111001110011010100110000001010000001111000011000001101010000110000001000100001101110011000001111000100110000000100101000100000010100110110111000110000100010101010101110011111010000111101110000111010001101101011001011010011111111011101011111100100111000110110011000111010110110000010100011010010110111111001001000101111101111001001011101101010110010011001101111101111110010011110111011000110011010100000110110100111001001010110101010101010101010101 No Strings Checking - 13 NO STRINGS CHECKING Dividends Earned YTD: 0.00 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (1) - Checks Cleared (0) - Withdrawals & Other Debits (0) = Ending Balance $0.00 $120.00 $0.00 $0.00 $120.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.00",150,150,TRANSFERS
27-Mar,"Deposit Home Banking Transfer REF# 58189742....................  From HODGES,JUSTINE B 532694 Share 12 Ending Balance............................................................................. 120.00 YEAR-TO-DATE DIVIDEND SUMMARY Reportable Dividends this Year:............................................................................. 0.02 Reportable dividends of $10.00 or more are reported to the IRS as interest income for the year. ** The Visa Foreign Currency Transaction Fee will be assessed to purchases made outside of the United States as well as to online purchases made within the United States, but the merchant is located outside the United States. ** No-cost loan payment alternatives are available, please call 800-525-9623 for more information. Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 296063-0.84-47785N11.no6 026171333 2-2",120,120,TRANSFERS
3-May,Deposit Home Banking Transfer From Share 10......................  REF# 59297865,75,"1,989.87",TRANSFERS
8-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59465851,-60,"1,929.87",TRANSFERS
8-May,Withdrawal Transfer To Share 10............................................ ,-19.33,"1,910.54",TRANSFERS
8-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59465949,-50,"1,860.54",TRANSFERS
9-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59479951,-150,"1,710.54",TRANSFERS
9-May,Deposit at ATM #000000005154.............................................  ENT CREDIT UNION 7339 DURYEA DRIVE COLORADO SPRI CO,150,"1,860.54",Others
12-May,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,156.89,"2,017.43",INCOME/SALARY
14-May,Withdrawal Transfer To Share 10............................................ ,-12.9,"2,004.53",TRANSFERS
14-May,Withdrawal Home Banking Transfer To Share 10....................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 2 of 13 Primary Savings - 00 PRIMARY SAVINGS (continued) TransDate EffDate TransactionDescription Amount Balance REF# 59614833,-60,"1,944.53",TRANSFERS
14-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59616594,-50,"1,894.53",TRANSFERS
15-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59659522,-200,"1,694.53",TRANSFERS
16-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59689300 DEP PRENOTIFICATION FROM Colorado Springs,-450,"1,244.53",TRANSFERS
19-May,Withdrawal Transfer To Share 10............................................ ,-6.6,"1,237.93",TRANSFERS
26-May,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,156.89,"1,394.82",INCOME/SALARY
27-May,Withdrawal Home Banking Transfer To Share 10....................  REF# 59985523,-80,"1,314.82",TRANSFERS
28-May,Withdrawal Transfer To Share 10............................................ ,-45.21,"1,269.61",TRANSFERS
28-May,Withdrawal Transfer To Share 10............................................ ,-32.43,"1,237.18",TRANSFERS
28-May,Deposit Home Banking Transfer From Share 10......................  REF# 60013228,80,"1,317.18",TRANSFERS
31-May,"Deposit Dividend 0.050%........................................................  Annual Percentage Yield Earned 0.050% for period: 05/01/23 to 05/31/23 Ending Balance............................................................................. 1,317.25 No Strings Checking - 10 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (33) - Checks Cleared (0) - Withdrawals & Other Debits (96) = Ending Balance $252.15 $5,443.50 $0.00 $5,682.63 $13.02 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 252.15",0.07,"1,317.25",YIELD
1-May,04/30 Withdrawal Debit Card Visa Check...........................................  PP*DUTCHBROSLL GRANTS PASS OR 5814,-10.74,241.41,Others
1-May,Withdrawal Debit Card Visa Check...........................................  094 TORCHYS COLORADO SP COLORADO SPRI CO 5812,-5.91,235.5,DINING
2-May,Withdrawal POS #312212933782...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-6.31,229.19,Others
2-May,Withdrawal POS #312213315401...........................................  CIRCLE K # 40693 COLORADO SPRI CO 5541,-3.6,225.59,Others
2-May,Recurring Withdrawal #312214627770...................................  8667127753 APPLE COM BILL CUPERTINO CA Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod05/01/23thru05/31/23 Page 3 of 13 1111111111111111111111010011001100110111001110011000100010000001110000000101100011000001101011000110000001100100001110010011000001111000101010000000000111000101110010100101110111001010000100111001010101010011111010100011111111000111011001111101010001011001100111111110100011101111110101010010110000000111111111001000100000001100110000001110111000111111111011111011110001001100000010101110001010011100000101001101101011001110110011011100110111000110001000101010110101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance,-0.99,224.6,Others
3-May,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-19.45,205.15,SHOPPING
3-May,Withdrawal Debit Card Visa Check...........................................  CIRCLE K # 40693 COLORADO SPRI CO 5542,-34.94,170.21,Others
3-May,Deposit ACH SUCCESS FOODS MA.........................................  TYPE: PAYROLL CO: SUCCESS FOODS MA,931.43,"1,101.64",INCOME/SALARY
3-May,Withdrawal Home Banking Transfer To Share 11....................  REF# 59297846,-300,801.64,TRANSFERS
3-May,"Withdrawal Home Banking Transfer REF# 59297850..............  To HODGES,JUSTINE B 532694 Share 11",-150,651.64,TRANSFERS
3-May,Withdrawal Home Banking Transfer To Share 13....................  REF# 59297857,-150,501.64,TRANSFERS
